@RELATION SWA_classification

@ATTRIBUTE s_str STRING
@ATTRIBUTE t_str STRING
@ATTRIBUTE st_samestr {0,1}
@ATTRIBUTE s_stem STRING
@ATTRIBUTE t_stem STRING
@ATTRIBUTE st_samestem {0,1}
@ATTRIBUTE s_pos STRING
@ATTRIBUTE t_pos STRING
@ATTRIBUTE st_precede {0,1}
@ATTRIBUTE st_follow {0,1}
@ATTRIBUTE class {preserved,bigrammar-vtense,bigrammar-wform,bigrammar-inter,paraphrase,unaligned,mogrammar-prep,mogrammar-det,bigrammar-prep,bigrammar-det,bigrammar-others,typo,spelling,duplicate,moproblematic,biproblematic,unspec}

@DATA
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
unsupervised,unsupervised,1,unsupervised,unsupervised,1,NN,NN,1,1,preserved
word,word,1,word,word,1,NN,NN,1,1,preserved
segmentation,segmentation,1,segmentation,segmentation,1,NN,NN,1,1,preserved
on,on,1,on,on,1,IN,IN,1,1,preserved
SMT,SMT,1,SMT,SMT,1,NNP,NNP,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
meta-evaluation,meta-evaluation,1,meta-evaluation,meta-evaluation,1,JJ,JJ,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
current,current,1,current,current,1,JJ,JJ,1,1,preserved
evaluation,evaluation,1,evaluation,evaluation,1,NN,NN,1,1,preserved
metrics,metrics,1,metrics,metrics,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
In,In,1,In,In,1,IN,IN,1,1,preserved
summary,summary,1,summary,summary,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
we,we,1,we,we,1,PRP,PRP,1,1,preserved
found,found,1,find,find,1,VBN,VBN,1,1,preserved
that,that,1,that,that,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
representative,representative,1,representative,representative,1,NN,NN,1,1,preserved
morphological,morphological,1,morphological,morphological,1,NN,NN,1,1,preserved
analyzers,analyzers,1,analyzer,analyzer,1,NNS,NNS,1,1,preserved
were,were,1,be,be,1,VBD,VBD,1,1,preserved
competitive,competitive,1,competitive,competitive,1,JJ,JJ,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
much,much,1,much,much,1,RB,RB,1,1,preserved
better,better,1,good,good,1,RB,RB,1,1,preserved
than,than,1,than,than,1,IN,IN,1,1,preserved
both,both,1,both,both,1,DET,DET,1,0,preserved
unsupervised,unsupervised,1,unsupervised,unsupervised,1,NN,NN,0,1,preserved
analyzer,analyzer,1,analyzer,analyzer,1,NN,NN,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
one,one,1,one,one,1,CD,CD,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
our,our,1,our,our,1,PRPS,PRPS,1,1,preserved
heuristic,heuristic,1,heuristic,heuristic,1,NN,NN,1,1,preserved
methods,methods,1,method,method,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'After all',Nevertheless,0,'After all',Nevertheless,0,'IN POS',RB,1,1,paraphrase
',',',',1,',',',',1,PPR,PPR,0,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
heuristic,heuristic,1,heuristic,heuristic,1,NN,NN,1,1,preserved
word,word,1,word,word,1,NN,NN,1,1,preserved
segmentation,segmentation,1,segmentation,segmentation,1,NN,NN,1,1,preserved
method,method,1,method,method,1,NN,NN,1,1,preserved
CHAR,CHAR,1,CHAR,CHAR,1,NNP,NNP,1,1,preserved
achieved,achieved,1,achieve,achieve,1,VBN,VBN,1,1,preserved
relatively,relatively,1,relatively,relatively,1,RB,RB,1,1,preserved
good,good,1,good,good,1,JJ,JJ,1,1,preserved
word-based,word-based,1,word-based,word-based,1,JJ,JJ,1,1,preserved
BLEU,BLEU,1,BLEU,BLEU,1,NNP,NNP,1,1,preserved
scores,scores,1,score,score,1,NNS,NNS,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
competitive,competitive,1,competitive,competitive,1,JJ,JJ,1,1,preserved
character-based,character-based,1,character-based,character-based,1,JJ,JJ,1,1,preserved
BLEU,BLEU,1,BLEU,BLEU,1,NNP,NNP,1,1,preserved
results,results,1,result,result,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
compared,compared,1,compare,compare,1,VBN,VBN,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
supervised,supervised,1,supervise,supervise,1,JJ,JJ,1,1,preserved
analyzers,analyzers,1,analyzer,analyzer,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Additionally,Additionally,1,Additionally,Additionally,1,RB,RB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
as,as,1,as,as,1,IN,IN,1,1,preserved
we,we,1,we,we,1,PRP,PRP,1,1,preserved
could,could,1,could,could,1,MD,MD,1,1,preserved
not,not,1,not,not,1,RB,RB,1,1,preserved
always,always,1,always,always,1,RB,RB,1,1,preserved
obtain,obtain,1,obtain,obtain,1,VB,VB,1,1,preserved
consistent,consistent,1,consistent,consistent,1,JJ,JJ,1,1,preserved
scores,scores,1,score,score,1,NNS,NNS,1,1,preserved
from,from,1,from,from,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
current,current,1,current,current,1,JJ,JJ,1,1,preserved
evaluation,evaluation,1,evaluation,evaluation,1,NN,NN,1,1,preserved
metrics,metrics,1,metrics,metrics,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,0,preserved
'were they','the data was',0,'be they','the datum be',0,'VBD POS','DET NNS PPR',1,0,bigrammar-inter
'not sufficient',insufficient,0,'not sufficient',insufficient,0,'RB PPR',JJ,0,0,paraphrase
'to discuss','for discussing',0,'to discus','for discuss',0,'TO PPR','IN PPR',0,0,paraphrase
accurately,'with accuracy',0,accurately,'with accuracy',0,RB,'IN POS',0,0,paraphrase
about,?,0,about,?,0,IN,?,0,0,mogrammar-prep
the,the,1,the,the,1,DET,DET,0,1,preserved
relative,relative,1,relative,relative,1,JJ,JJ,1,1,preserved
advantages,advantages,1,advantage,advantage,1,NNS,NNS,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
disadvantages,disadvantages,1,disadvantage,disadvantage,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
word,word,1,word,word,1,NN,NN,1,1,preserved
segmentation,segmentation,1,segmentation,segmentation,1,NN,NN,1,0,preserved
.,.,1,.,.,1,PP,PP,0,1,preserved
We,We,1,We,We,1,PRP,PRP,1,0,preserved
also,also,1,also,also,1,RB,RB,0,1,preserved
suggested,'have suggested',0,suggest,'have suggest',0,VBN,'VB PPR',0,0,bigrammar-vtense
it,it,1,it,it,1,PRP,PRP,0,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
possible,possible,1,possible,possible,1,JJ,JJ,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
implement,implement,1,implement,implement,1,VB,VB,1,1,preserved
more,more,1,more,more,1,JJR,JJR,1,1,preserved
optimized,optimized,1,optimize,optimize,1,NN,NN,1,1,preserved
word,word,1,word,word,1,NN,NN,1,1,preserved
segmentation,segmentation,1,segmentation,segmentation,1,NN,NN,1,1,preserved
on,on,1,on,on,1,IN,IN,1,1,preserved
SMT,SMT,1,SMT,SMT,1,NNP,NNP,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
On,On,1,On,On,1,IN,IN,1,1,preserved
Contribution,Contribution,1,Contribution,Contribution,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
Syntactic,Syntactic,1,Syntactic,Syntactic,1,NNP,NNP,1,1,preserved
Dependencies,Dependencies,1,Dependencies,Dependencies,1,NNP,NNP,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
Word,Word,1,Word,Word,1,NN,NN,1,1,preserved
Sense,Sense,1,Sense,Sense,1,NN,NN,1,1,preserved
Disambiguation,Disambiguation,1,Disambiguation,Disambiguation,1,NNP,NNP,1,1,preserved
Traditionally,Traditionally,1,Traditionally,Traditionally,1,RB,RB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
many,many,1,many,many,1,JJ,JJ,1,1,preserved
researchers,researchers,1,researcher,researcher,1,NNS,NNS,1,1,preserved
have,have,1,have,have,1,VB,VB,1,1,preserved
addressed,addressed,1,address,address,1,VBN,VBN,1,1,preserved
word,word,1,word,word,1,NN,NN,1,1,preserved
sense,sense,1,sense,sense,1,NN,NN,1,1,preserved
disambiguation,disambiguation,1,disambiguation,disambiguation,1,NN,NN,1,1,preserved
(,(,1,(,(,1,LRB,LRB,1,1,preserved
WSD,WSD,1,WSD,WSD,1,NNP,NNP,1,1,preserved
),),1,),),1,RRB,RRB,1,1,preserved
as,as,1,as,as,1,IN,IN,1,1,preserved
an,an,1,an,an,1,DET,DET,1,1,preserved
independent,independent,1,independent,independent,1,JJ,JJ,1,1,preserved
classification,classification,1,classification,classification,1,NN,NN,1,1,preserved
problem,problem,1,problem,problem,1,NN,NN,1,1,preserved
for,for,1,for,for,1,IN,IN,1,1,preserved
each,each,1,each,each,1,DET,DET,1,1,preserved
word,word,1,word,word,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
However,However,1,However,However,1,RB,RB,0,1,preserved
',',',',1,',',',',1,PPR,PPR,1,0,preserved
'problems are','problem is',0,'problem be','problem be',1,'NNS POS','NN PPR',0,0,bigrammar-inter
with,with,1,with,with,1,IN,IN,0,0,preserved
their,these,0,their,these,0,PRPS,DET,1,1,bigrammar-det
approaches,approaches,1,approach,approach,1,NNS,NNS,0,0,preserved
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
disregard,disregard,1,disregard,disregard,1,NN,NN,0,0,preserved
of,?,0,of,?,0,IN,?,0,0,mogrammar-prep
the,the,1,the,the,1,DET,DET,0,1,preserved
interdependencies,interdependencies,1,interdependency,interdependency,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
word,word,1,word,word,1,NN,NN,1,1,preserved
senses,senses,1,sense,sense,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
and,and,1,and,and,1,CC,CC,1,0,preserved
'the limited','that it is limited in its',0,'the limit','that it be limit in it',0,'DET PPR','IN PRP VBZ JJ IN PPS',1,1,paraphrase
applicability,applicability,1,applicability,applicability,1,NN,NN,0,1,preserved
to,to,1,to,to,1,TO,TO,1,0,preserved
those,the,0,those,the,0,DET,DET,1,1,bigrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
word,word,1,word,word,1,NN,NN,0,1,preserved
senses,senses,1,sense,sense,1,NNS,NNS,1,1,preserved
for,for,1,for,for,1,IN,IN,1,1,preserved
which,which,1,which,which,1,WDT,WDT,1,1,preserved
training,training,1,train,train,1,NN,NN,1,1,preserved
instances,instances,1,instance,instance,1,NNS,NNS,1,1,preserved
are,are,1,be,be,1,VBP,VBP,1,1,preserved
served,served,1,serve,serve,1,VBN,VBN,1,0,preserved
In,In,1,In,In,1,IN,IN,1,1,preserved
this,this,1,this,this,1,DET,DET,1,1,preserved
paper,paper,1,paper,paper,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
we,we,1,we,we,1,PRP,PRP,1,1,preserved
propose,propose,1,propose,propose,1,VB,VB,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
supervised,supervised,1,supervise,supervise,1,JJ,JJ,1,1,preserved
WSD,WSD,1,WSD,WSD,1,NNP,NNP,1,1,preserved
model,model,1,model,model,1,NN,NN,1,1,preserved
based,based,1,base,base,1,VBN,VBN,1,1,preserved
on,on,1,on,on,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
syntactic,syntactic,1,syntactic,syntactic,1,NN,NN,1,1,preserved
dependencies,dependencies,1,dependency,dependency,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
word,word,1,word,word,1,NN,NN,1,1,preserved
senses,senses,1,sense,sense,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Particularly,'particular In',0,Particularly,'particular In',0,RB,'JJ POS',1,1,paraphrase
',',',',1,',',',',1,PPR,PPR,0,1,preserved
we,we,1,we,we,1,PRP,PRP,1,1,preserved
assume,assume,1,assume,assume,1,VB,VB,1,1,preserved
that,that,1,that,that,1,IN,IN,1,0,preserved
exist,exist,1,exist,exist,1,VB,VB,0,0,preserved
strong,strong,1,strong,strong,1,JJ,JJ,0,1,preserved
dependencies,dependencies,1,dependency,dependency,1,NNS,NNS,1,1,preserved
between,between,1,between,between,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
sense,sense,1,sense,sense,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
syntactic,syntactic,1,syntactic,syntactic,1,NN,NN,1,1,preserved
head,head,1,head,head,1,NN,NN,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
those,those,1,those,those,1,DET,DET,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
its,its,1,it,it,1,PRPS,PRPS,1,1,preserved
dependents,dependents,1,dependent,dependent,1,NNS,NNS,1,0,preserved
.,.,1,.,.,1,PP,PP,0,1,preserved
We,We,1,We,We,1,PRP,PRP,1,1,preserved
describe,describe,1,describe,describe,1,VB,VB,1,1,preserved
these,these,1,these,these,1,DET,DET,1,1,preserved
dependencies,dependencies,1,dependency,dependency,1,NNS,NNS,1,1,preserved
on,on,1,on,on,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
tree-structured,tree-structured,1,tree-structured,tree-structured,1,JJ,JJ,1,1,preserved
conditional,conditional,1,conditional,conditional,1,JJ,JJ,1,1,preserved
random,random,1,random,random,1,JJ,JJ,1,1,preserved
fields,fields,1,field,field,1,NNS,NNS,1,1,preserved
(,(,1,(,(,1,LRB,LRB,1,1,preserved
T-CRFs,T-CRFs,1,T-CRFs,T-CRFs,1,JJ,JJ,1,1,preserved
),),1,),),1,RRB,RRB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
obtain,obtain,1,obtain,obtain,1,VB,VB,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
most,most,1,most,most,1,JJS,JJS,1,1,preserved
appropriate,appropriate,1,appropriate,appropriate,1,JJ,JJ,1,1,preserved
assignment,assignment,1,assignment,assignment,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
senses,senses,1,sense,sense,1,NNS,NNS,1,1,preserved
optimized,optimized,1,optimize,optimize,1,NN,NN,1,1,preserved
over,over,1,over,over,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
sentence,sentence,1,sentence,sentence,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Also,Furthermore,0,Also,Furthermore,0,RB,RB,1,1,paraphrase
',',',',1,',',',',1,PPR,PPR,0,1,preserved
we,we,1,we,we,1,PRP,PRP,1,1,preserved
define,define,1,define,define,1,VB,VB,1,1,preserved
these,these,1,these,these,1,DET,DET,1,1,preserved
sense,sense,1,sense,sense,1,NN,NN,1,1,preserved
dependencies,dependencies,1,dependency,dependency,1,NNS,NNS,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
combination,combination,1,combination,combination,1,NN,NN,1,1,preserved
with,with,1,with,with,1,IN,IN,1,1,preserved
various,various,1,various,various,1,JJ,JJ,1,1,preserved
coarse-grained,coarse-grained,1,coarse-grained,coarse-grained,1,JJ,JJ,1,1,preserved
sense,sense,1,sense,sense,1,NN,NN,1,1,preserved
tag,tag,1,tag,tag,1,NN,NN,1,1,preserved
sets,sets,1,set,set,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
so,so,1,so,so,1,RB,RB,1,1,preserved
that,that,1,that,that,1,IN,IN,1,1,preserved
our,our,1,our,our,1,PRPS,PRPS,1,1,preserved
model,model,1,model,model,1,NN,NN,1,1,preserved
can,can,1,can,can,1,MD,MD,1,0,preserved
even,also,0,even,also,0,RB,RB,1,1,paraphrase
work,work,1,work,work,1,NN,NN,0,1,preserved
for,for,1,for,for,1,IN,IN,1,1,preserved
words,words,1,word,word,1,NNS,NNS,1,1,preserved
that,that,1,that,that,1,IN,IN,1,1,preserved
do,do,1,do,do,1,VB,VB,1,1,preserved
not,not,1,not,not,1,RB,RB,1,1,preserved
appear,appear,1,appear,appear,1,VB,VB,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
training,training,1,train,train,1,NN,NN,1,1,preserved
data,data,1,datum,datum,1,NNS,NNS,1,0,preserved
these,these,1,these,these,1,DET,DET,0,1,preserved
combined,combined,1,combine,combine,1,JJ,JJ,1,1,preserved
features,features,1,feature,feature,1,NNS,NNS,1,1,preserved
help,help,1,help,help,1,NN,NN,1,1,preserved
relieve,relieve,1,relieve,relieve,1,VB,VB,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
data,data,1,datum,datum,1,NNS,NNS,1,1,preserved
sparseness,sparseness,1,sparseness,sparseness,1,NNS,NNS,1,1,preserved
problem,problem,1,problem,problem,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
In,In,1,In,In,1,IN,IN,1,1,preserved
experiments,experiments,1,experiment,experiment,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
we,we,1,we,we,1,PRP,PRP,1,0,preserved
show,display,0,show,display,0,NN,NN,1,1,paraphrase
the,the,1,the,the,1,DET,DET,0,1,preserved
appropriateness,appropriateness,1,appropriateness,appropriateness,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
considering,considering,1,consider,consider,1,VBG,VBG,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
sense,sense,1,sense,sense,1,NN,NN,1,1,preserved
dependencies,dependencies,1,dependency,dependency,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
as,as,1,as,as,1,IN,IN,1,1,preserved
well,well,1,well,well,1,RB,RB,1,1,preserved
as,as,1,as,as,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
advantage,advantage,1,advantage,advantage,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,0,preserved
'the combination fine- and coarse-grained tag sets','the combination of fine- and coarse-grained tag sets',0,'the combination fine- and coarse-grained tag set','the combination of fine- and coarse-grained tag set',0,'DET NN NN CC JJ NN POS','DET NN IN NN CC JJ NN POS',0,1,preserved
The,The,1,The,The,1,DET,DET,1,1,preserved
performance,performance,1,performance,performance,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
our,our,1,our,our,1,PRPS,PRPS,1,1,preserved
model,model,1,model,model,1,NN,NN,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
shown,shown,1,show,show,1,VBN,VBN,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
be,be,1,be,be,1,VB,VB,1,1,preserved
comparable,comparable,1,comparable,comparable,1,JJ,JJ,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
those,those,1,those,those,1,DET,DET,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
state-of-the-art,state-of-the-art,1,state-of-the-art,state-of-the-art,1,JJ,JJ,1,1,preserved
WSD,WSD,1,WSD,WSD,1,NNP,NNP,1,1,preserved
systems,systems,1,system,system,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
We,We,1,We,We,1,PRP,PRP,1,1,preserved
also,also,1,also,also,1,RB,RB,1,1,preserved
present,present,1,present,present,1,JJ,JJ,1,1,preserved
an,an,1,an,an,1,DET,DET,1,1,preserved
in-depth,in-depth,1,in-depth,in-depth,1,JJ,JJ,1,1,preserved
analysis,analysis,1,analysis,analysis,1,NN,NN,1,0,preserved
on,of,0,on,of,0,IN,IN,1,1,bigrammar-prep
the,the,1,the,the,1,DET,DET,0,1,preserved
effectiveness,effectiveness,1,effectiveness,effectiveness,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
sense,sense,1,sense,sense,1,NN,NN,1,1,preserved
dependency,dependency,1,dependency,dependency,1,NN,NN,1,1,preserved
features,features,1,feature,feature,1,NNS,NNS,1,0,preserved
with,'by using',0,with,'by use',0,IN,'IN PPR',1,1,paraphrase
intuitive,intuitive,1,intuitive,intuitive,1,JJ,JJ,0,1,preserved
examples,examples,1,example,example,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Word,Word,1,Word,Word,1,NN,NN,1,1,preserved
sense,sense,1,sense,sense,1,NN,NN,1,1,preserved
disambiguation,disambiguation,1,disambiguation,disambiguation,1,NN,NN,1,1,preserved
(,(,1,(,(,1,LRB,LRB,1,1,preserved
WSD,WSD,1,WSD,WSD,1,NNP,NNP,1,1,preserved
),),1,),),1,RRB,RRB,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
one,one,1,one,one,1,CD,CD,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,0,preserved
fundamental,fundamental,1,fundamental,fundamental,1,JJ,JJ,0,1,preserved
problems,problems,1,problem,problem,1,NNS,NNS,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
computational,computational,1,computational,computational,1,NN,NN,1,1,preserved
linguistics,linguistics,1,linguistics,linguistics,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
The,The,1,The,The,1,DET,DET,1,1,preserved
task,task,1,task,task,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
WSD,WSD,1,WSD,WSD,1,NNP,NNP,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
resolve,resolve,1,resolve,resolve,1,NN,NN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
inherent,inherent,1,inherent,inherent,1,JJ,JJ,1,1,preserved
polysemy,polysemy,1,polysemy,polysemy,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
words,words,1,word,word,1,NNS,NNS,1,1,preserved
by,by,1,by,by,1,IN,IN,1,1,preserved
determining,determining,1,determine,determine,1,VBG,VBG,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
appropriate,appropriate,1,appropriate,appropriate,1,JJ,JJ,1,1,preserved
sense(,sense(,1,sense(,sense(,1,LRB,LRB,1,1,preserved
s,s,1,s,s,1,PRP,PRP,1,1,preserved
),),1,),),1,RRB,RRB,1,1,preserved
for,for,1,for,for,1,IN,IN,1,1,preserved
each,each,1,each,each,1,DET,DET,1,1,preserved
polysemous,polysemous,1,polysemous,polysemous,1,NNS,NNS,1,1,preserved
word,word,1,word,word,1,NN,NN,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
given,given,1,give,give,1,VBN,VBN,1,1,preserved
text,text,1,text,text,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
It,It,1,It,It,1,PRP,PRP,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
considered,considered,1,consider,consider,1,VBN,VBN,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
be,be,1,be,be,1,VB,VB,1,1,preserved
an,an,1,an,an,1,DET,DET,1,1,preserved
intermediate,intermediate,1,intermediate,intermediate,1,JJ,JJ,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
but,but,1,but,but,1,CC,CC,1,1,preserved
necessary,necessary,1,necessary,necessary,1,JJ,JJ,1,1,preserved
step,step,1,step,step,1,NN,NN,1,0,preserved
toward,for,0,toward,for,0,IN,IN,1,1,bigrammar-prep
many,many,1,many,many,1,JJ,JJ,0,1,preserved
NLP,NLP,1,NLP,NLP,1,NNP,NNP,1,1,preserved
applications,applications,1,application,application,1,NNS,NNS,1,0,preserved
including,including,1,include,include,1,VBG,VBG,0,1,preserved
machine,machine,1,machine,machine,1,NN,NN,1,1,preserved
translation,translation,1,translation,translation,1,NN,NN,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
information,information,1,information,information,1,NN,NN,1,1,preserved
extraction,extraction,1,extraction,extraction,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,0,preserved
to,to,1,to,to,1,TO,TO,0,0,preserved
One,One,1,One,One,1,CD,CD,1,1,preserved
major,major,1,major,major,1,JJ,JJ,1,1,preserved
obstacle,obstacle,1,obstacle,obstacle,1,NN,NN,1,0,preserved
to,for,0,to,for,0,TO,IN,1,1,bigrammar-prep
large-scale,large-scale,1,large-scale,large-scale,1,JJ,JJ,0,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
precise,precise,1,precise,precise,1,JJ,JJ,1,1,preserved
WSD,WSD,1,WSD,WSD,1,NNP,NNP,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,0,preserved
the,the,1,the,the,1,DET,DET,0,1,preserved
data,data,1,datum,datum,1,NNS,NNS,1,1,preserved
sparseness,sparseness,1,sparseness,sparseness,1,NNS,NNS,1,1,preserved
problem,problem,1,problem,problem,1,NN,NN,1,1,preserved
caused,caused,1,cause,cause,1,VBN,VBN,1,1,preserved
by,by,1,by,by,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,0,preserved
fine-grainedness,'fine-grained nature',0,fine-grainedness,'fine-grained nature',0,JJ,'JJ POS',1,1,paraphrase
of,of,1,of,of,1,IN,IN,0,0,preserved
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
sense,sense,1,sense,sense,1,NN,NN,0,1,preserved
distinction,distinction,1,distinction,distinction,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
In,in,0,In,in,0,IN,IN,0,1,preserved
order,order,1,order,order,1,NN,NN,0,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
resolve,resolve,1,resolve,resolve,1,NN,NN,1,1,preserved
this,this,1,this,this,1,DET,DET,1,1,preserved
problem,problem,1,problem,problem,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
several,several,1,several,several,1,JJ,JJ,1,1,preserved
semi-supervised,semi-supervised,1,semi-supervised,semi-supervised,1,JJ,JJ,1,1,preserved
approaches,approaches,1,approach,approach,1,NNS,NNS,1,1,preserved
have,have,1,have,have,1,VB,VB,1,1,preserved
been,been,1,be,be,1,VBN,VBN,1,1,preserved
explored,explored,1,explore,explore,1,NN,NN,1,0,preserved
.,.,1,.,.,1,PP,PP,0,1,preserved
in,In,0,in,In,0,IN,IN,0,1,preserved
recent,recent,1,recent,recent,1,JJ,JJ,0,1,preserved
